Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4
1835,999,-0.819113,-0.0295765,13.9507,0.0362741,0.0220094,-0.144161,-0.144007,1835,999,-0.819113,-0.0295765,13.9507,0.0360242,0.0217516,-0.144135,-0.143968,1835,999,-0.819113,-0.0295765,13.9507,0.0346317,0.0203142,-0.144443,-0.144411,1835,999,-0.819113,-0.0295765,13.9507,0.0367206,0.0224722,-0.143948,-0.143703
1836,999,-0.735064,-0.0308003,14.3587,0.0131178,-0.000363603,-0.200933,-0.213521,1836,999,-0.735064,-0.0308003,14.3587,0.0128679,-0.000621349,-0.200906,-0.213482,1836,999,-0.735064,-0.0308003,14.3587,0.0114754,-0.0020587,-0.201214,-0.213924,1836,999,-0.735064,-0.0308003,14.3587,0.0135643,9.91E-05,-0.20072,-0.213217
1837,999,-0.124807,-0.0316002,14.772,0.00411282,-0.00910603,-0.223243,-0.240774,1837,999,-0.124807,-0.0316002,14.772,0.00386299,-0.00936371,-0.223217,-0.240735,1837,999,-0.124807,-0.0316002,14.772,0.00247078,-0.0108007,-0.223524,-0.241177,1837,999,-0.124807,-0.0316002,14.772,0.00455923,-0.00864339,-0.223031,-0.24047
1838,999,0.249179,-0.0311779,15.1917,0.0124783,-0.00109354,-0.203061,-0.21593,1838,999,0.249179,-0.0311779,15.1917,0.0122285,-0.00135116,-0.203035,-0.215891,1838,999,0.249179,-0.0311779,15.1917,0.0108366,-0.00278787,-0.203342,-0.216333,1838,999,0.249179,-0.0311779,15.1917,0.0129246,-0.000631019,-0.202849,-0.215627
1839,999,0.363501,-0.0311298,15.6178,0.0280202,0.0138558,-0.165249,-0.169488,1839,999,0.363501,-0.0311298,15.6178,0.0277704,0.0135983,-0.165222,-0.169449,1839,999,0.363501,-0.0311298,15.6178,0.0263787,0.0121618,-0.165529,-0.16989,1839,999,0.363501,-0.0311298,15.6178,0.0284664,0.0143183,-0.165036,-0.169185
1840,999,0.343505,-0.0314465,16.0511,0.0433995,0.0286673,-0.127812,-0.123544,1840,999,0.343505,-0.0314465,16.0511,0.0431498,0.0284098,-0.127786,-0.123505,1840,999,0.343505,-0.0314465,16.0511,0.0417582,0.0269736,-0.128093,-0.123945,1840,999,0.343505,-0.0314465,16.0511,0.0438456,0.0291297,-0.127601,-0.123241
1841,999,0.31934,-0.0317322,16.4909,0.0563378,0.0411417,-0.0963517,-0.0849627,1841,999,0.31934,-0.0317322,16.4909,0.0560881,0.0408842,-0.0963252,-0.0849241,1841,999,0.31934,-0.0317322,16.4909,0.0546969,0.0394483,-0.0966317,-0.0853642,1841,999,0.31934,-0.0317322,16.4909,0.0567839,0.0416039,-0.09614,-0.0846604
1842,999,0.319973,-0.0319822,16.9379,0.0674506,0.0518698,-0.0693569,-0.0518884,1842,999,0.319973,-0.0319822,16.9379,0.067201,0.0516124,-0.0693305,-0.0518498,1842,999,0.319973,-0.0319822,16.9379,0.06581,0.0501768,-0.0696365,-0.0522894,1842,999,0.319973,-0.0319822,16.9379,0.0678966,0.0523319,-0.0691456,-0.0515864
1843,999,0.293452,-0.0322037,17.3913,0.0769022,0.0610081,-0.0464224,-0.0238179,1843,999,0.293452,-0.0322037,17.3913,0.0766526,0.0607507,-0.046396,-0.0237794,1843,999,0.293452,-0.0322037,17.3913,0.0752619,0.0593155,-0.0467016,-0.0242183,1843,999,0.293452,-0.0322037,17.3913,0.0773481,0.0614701,-0.0462114,-0.0235163
1844,999,0.288578,-0.032397,17.852,0.0847863,0.0686449,-0.0273166,-0.00046251,1844,999,0.288578,-0.032397,17.852,0.0845368,0.0683876,-0.0272902,-0.000424027,1844,999,0.288578,-0.032397,17.852,0.0831464,0.0669528,-0.0275953,-0.00086233,1844,999,0.288578,-0.032397,17.852,0.0852321,0.0691067,-0.0271058,-0.00016132
1845,999,0.338834,-0.0337124,18.3221,0.0925708,0.076195,-0.00852236,0.0224776,1845,999,0.338834,-0.0337124,18.3221,0.0923214,0.0759378,-0.00849609,0.022516,1845,999,0.338834,-0.0337124,18.3221,0.0909315,0.0745035,-0.00880055,0.0220786,1845,999,0.338834,-0.0337124,18.3221,0.0930164,0.0766567,-0.00831208,0.0227782
1846,999,0.391591,-0.0342453,18.7975,0.101231,0.0845995,0.0123326,0.0479077,1846,999,0.391591,-0.0342453,18.7975,0.100981,0.0843424,0.0123588,0.047946,1846,999,0.391591,-0.0342453,18.7975,0.0995921,0.0829087,0.0120552,0.0475097,1846,999,0.391591,-0.0342453,18.7975,0.101676,0.0850609,0.0125424,0.0482075
1847,999,0.429859,-0.0343764,19.2812,0.110453,0.0935569,0.0345742,0.0750174,1847,999,0.429859,-0.0343764,19.2812,0.110204,0.0933,0.0346003,0.0750556,1847,999,0.429859,-0.0343764,19.2812,0.108815,0.0918669,0.0342975,0.0746204,1847,999,0.429859,-0.0343764,19.2812,0.110898,0.0940182,0.0347833,0.0753164
1848,999,0.458917,-0.0348794,19.7713,0.119781,0.102628,0.0570888,0.102441,1848,999,0.458917,-0.0348794,19.7713,0.119532,0.102371,0.0571149,0.102479,1848,999,0.458917,-0.0348794,19.7713,0.118144,0.100938,0.0568129,0.102045,1848,999,0.458917,-0.0348794,19.7713,0.120226,0.103089,0.0572974,0.10274
1849,999,0.444998,-0.0353696,20.2697,0.128341,0.110969,0.0777145,0.127525,1849,999,0.444998,-0.0353696,20.2697,0.128092,0.110712,0.0777405,0.127563,1849,999,0.444998,-0.0353696,20.2697,0.126705,0.10928,0.0774394,0.12713,1849,999,0.444998,-0.0353696,20.2697,0.128786,0.111429,0.0779224,0.127822
1850,999,0.405396,-0.0368631,20.7775,0.135093,0.117574,0.0938372,0.147053,1850,999,0.405396,-0.0368631,20.7775,0.134844,0.117317,0.0938631,0.147091,1850,999,0.405396,-0.0368631,20.7775,0.133458,0.115887,0.0935631,0.14666,1850,999,0.405396,-0.0368631,20.7775,0.135538,0.118034,0.0940444,0.14735
1851,999,0.398625,-0.0366539,21.2783,0.140347,0.122742,0.106272,0.162041,1851,999,0.398625,-0.0366539,21.2783,0.140099,0.122485,0.106298,0.162079,1851,999,0.398625,-0.0366539,21.2783,0.138713,0.121055,0.105999,0.16165,1851,999,0.398625,-0.0366539,21.2783,0.140792,0.123202,0.106479,0.162337
1852,999,0.400521,-0.0424842,21.8339,0.145024,0.127358,0.116979,0.174837,1852,999,0.400521,-0.0424842,21.8339,0.144775,0.127102,0.117004,0.174875,1852,999,0.400521,-0.0424842,21.8339,0.143391,0.125673,0.116707,0.174448,1852,999,0.400521,-0.0424842,21.8339,0.145468,0.127818,0.117184,0.175131
1853,999,0.393475,-0.0493044,22.3902,0.149284,0.131578,0.125911,0.1853,1853,999,0.393475,-0.0493044,22.3902,0.149036,0.131322,0.125936,0.185337,1853,999,0.393475,-0.0493044,22.3902,0.147654,0.129896,0.125642,0.184915,1853,999,0.393475,-0.0493044,22.3902,0.149727,0.132037,0.126113,0.18559
1854,999,0.384141,-0.0518262,22.9551,0.152941,0.13522,0.132916,0.193306,1854,999,0.384141,-0.0518262,22.9551,0.152693,0.134965,0.132941,0.193342,1854,999,0.384141,-0.0518262,22.9551,0.151315,0.133542,0.132652,0.192926,1854,999,0.384141,-0.0518262,22.9551,0.153383,0.135678,0.133116,0.193592
1855,999,0.242826,-0.0542671,23.5197,0.153766,0.136133,0.132887,0.192663,1855,999,0.242826,-0.0542671,23.5197,0.153519,0.135878,0.132912,0.192699,1855,999,0.242826,-0.0542671,23.5197,0.152143,0.134459,0.132627,0.19229,1855,999,0.242826,-0.0542671,23.5197,0.154206,0.13659,0.133084,0.192945
1856,999,-0.211073,-0.0557316,24.0947,0.144667,0.127468,0.108543,0.162215,1856,999,-0.211073,-0.0557316,24.0947,0.14442,0.127214,0.108567,0.162251,1856,999,-0.211073,-0.0557316,24.0947,0.143048,0.125798,0.108286,0.161848,1856,999,-0.211073,-0.0557316,24.0947,0.145106,0.127924,0.108736,0.162492
1857,999,-0.44449,-0.0576582,24.6759,0.12521,0.108795,0.0588403,0.100715,1857,999,-0.44449,-0.0576582,24.6759,0.124965,0.108542,0.0588641,0.100749,1857,999,-0.44449,-0.0576582,24.6759,0.123596,0.107129,0.0585881,0.100353,1857,999,-0.44449,-0.0576582,24.6759,0.125648,0.10925,0.059031,0.100987
1858,999,-0.0968363,-0.058214,25.2631,0.109864,0.0940657,0.019235,0.0516492,1858,999,-0.0968363,-0.058214,25.2631,0.109619,0.0938129,0.0192585,0.0516834,1858,999,-0.0968363,-0.058214,25.2631,0.108254,0.0924034,0.0189868,0.0512931,1858,999,-0.0968363,-0.058214,25.2631,0.110301,0.0945189,0.0194227,0.0519174
1859,999,0.262109,-0.0600583,25.8604,0.108018,0.0923466,0.0127139,0.0431821,1859,999,0.262109,-0.0600583,25.8604,0.107773,0.0920943,0.012737,0.0432159,1859,999,0.262109,-0.0600583,25.8604,0.106411,0.090688,0.0124696,0.0428315,1859,999,0.262109,-0.0600583,25.8604,0.108454,0.0927988,0.0128987,0.0434462
1860,-0.0215,0.390709,-0.0683501,26.4704,0.114635,0.0987941,0.0264433,0.0594502,1860,-0.0215,0.390709,-0.0683501,26.4704,0.114391,0.0985425,0.0264659,0.0594833,1860,-0.0215,0.390709,-0.0683501,26.4704,0.113033,0.09714,0.0262036,0.0591064,1860,-0.0215,0.390709,-0.0683501,26.4704,0.11507,0.0992449,0.0266245,0.0597092
1861,-0.1215,0.35779,-0.0810411,27.0936,0.122413,0.10637,0.0418803,0.0775754,1861,-0.1215,0.35779,-0.0810411,27.0936,0.122171,0.10612,0.0419023,0.0776076,1861,-0.1215,0.35779,-0.0810411,27.0936,0.120818,0.104723,0.0416474,0.0772415,1861,-0.1215,0.35779,-0.0810411,27.0936,0.122846,0.106819,0.0420563,0.077827
1862,-0.1615,0.258114,-0.0783285,27.6643,0.12727,0.111136,0.049904,0.086548,1862,-0.1615,0.258114,-0.0783285,27.6643,0.127028,0.110886,0.0499253,0.0865792,1862,-0.1615,0.258114,-0.0783285,27.6643,0.125682,0.109495,0.0496784,0.0862246,1862,-0.1615,0.258114,-0.0783285,27.6643,0.127701,0.111583,0.0500745,0.0867915
1863,-0.0015,0.263904,-0.0717702,28.242,0.129897,0.113754,0.053537,0.0903396,1863,-0.0015,0.263904,-0.0717702,28.242,0.129656,0.113506,0.0535578,0.09037,1863,-0.0015,0.263904,-0.0717702,28.242,0.128314,0.112119,0.0533168,0.090024,1863,-0.0015,0.263904,-0.0717702,28.242,0.130326,0.1142,0.0537035,0.0905773
1864,-0.1515,0.336234,-0.0736304,28.8282,0.133469,0.117288,0.0601191,0.0978662,1864,-0.1515,0.336234,-0.0736304,28.8282,0.133229,0.11704,0.0601395,0.097896,1864,-0.1515,0.336234,-0.0736304,28.8282,0.13189,0.115657,0.059903,0.0975566,1864,-0.1515,0.336234,-0.0736304,28.8282,0.133897,0.117733,0.0602824,0.0980993
1865,0.0485,0.370764,-0.0769644,29.422,0.138502,0.122236,0.0701733,0.109622,1865,0.0485,0.370764,-0.0769644,29.422,0.138262,0.121989,0.0701934,0.109651,1865,0.0485,0.370764,-0.0769644,29.422,0.136927,0.120609,0.0699617,0.109318,1865,0.0485,0.370764,-0.0769644,29.422,0.138928,0.122679,0.0703333,0.10985
1866,0.0685,0.375045,-0.0846243,30.0189,0.143785,0.127432,0.080359,0.121434,1866,0.0685,0.375045,-0.0846243,30.0189,0.143546,0.127185,0.0803785,0.121463,1866,0.0685,0.375045,-0.0846243,30.0189,0.142216,0.12581,0.0801527,0.121138,1866,0.0685,0.375045,-0.0846243,30.0189,0.14421,0.127873,0.080515,0.121657
1867,-0.0015,0.37954,-0.0927502,30.6225,0.14886,0.132433,0.0892852,0.131546,1867,-0.0015,0.37954,-0.0927502,30.6225,0.148623,0.132187,0.0893041,0.131574,1867,-0.0015,0.37954,-0.0927502,30.6225,0.147298,0.130818,0.0890856,0.13126,1867,-0.0015,0.37954,-0.0927502,30.6225,0.149284,0.132872,0.0894361,0.131761
1868,0.1185,0.404765,-0.0951191,31.2297,0.154024,0.137525,0.0981171,0.141473,1868,0.1185,0.404765,-0.0951191,31.2297,0.153788,0.13728,0.0981353,0.141499,1868,0.1185,0.404765,-0.0951191,31.2297,0.152469,0.135917,0.0979247,0.141197,1868,0.1185,0.404765,-0.0951191,31.2297,0.154446,0.137963,0.0982625,0.14168
1869,0.0885,0.440705,-0.0930339,31.8425,0.159643,0.143062,0.108478,0.153346,1869,0.0885,0.440705,-0.0930339,31.8425,0.159407,0.142818,0.108495,0.153371,1869,0.0885,0.440705,-0.0930339,31.8425,0.158094,0.14146,0.108292,0.15308,1869,0.0885,0.440705,-0.0930339,31.8425,0.160062,0.143498,0.108618,0.153546
1870,0.1085,0.469869,-0.0923776,32.4591,0.165687,0.149016,0.120458,0.167306,1870,0.1085,0.469869,-0.0923776,32.4591,0.165452,0.148773,0.120475,0.167331,1870,0.1085,0.469869,-0.0923776,32.4591,0.164143,0.14742,0.120277,0.167047,1870,0.1085,0.469869,-0.0923776,32.4591,0.166105,0.14945,0.120594,0.1675
1871,0.0685,0.468819,-0.101656,33.1028,0.171659,0.154908,0.132005,0.180674,1871,0.0685,0.468819,-0.101656,33.1028,0.171425,0.154666,0.132022,0.180698,1871,0.0685,0.468819,-0.101656,33.1028,0.170122,0.153318,0.131831,0.180424,1871,0.0685,0.468819,-0.101656,33.1028,0.172076,0.155341,0.132137,0.180862
1872,0.0585,0.422773,-0.124667,33.8431,0.176659,0.159868,0.139342,0.188512,1872,0.0585,0.422773,-0.124667,33.8431,0.176426,0.159627,0.139357,0.188535,1872,0.0585,0.422773,-0.124667,33.8431,0.175131,0.158287,0.139177,0.188276,1872,0.0585,0.422773,-0.124667,33.8431,0.177073,0.160298,0.139466,0.18869
1873,0.0585,0.369789,-0.144051,34.6044,0.180077,0.163307,0.140493,0.188311,1873,0.0585,0.369789,-0.144051,34.6044,0.179847,0.163068,0.140507,0.188332,1873,0.0585,0.369789,-0.144051,34.6044,0.178562,0.161739,0.140342,0.188095,1873,0.0585,0.369789,-0.144051,34.6044,0.180487,0.163733,0.140608,0.188474
1874,-0.0715,0.353735,-0.147733,35.3622,0.18231,0.165606,0.137993,0.183488,1874,-0.0715,0.353735,-0.147733,35.3622,0.182082,0.165369,0.138006,0.183507,1874,-0.0715,0.353735,-0.147733,35.3622,0.18081,0.164052,0.137856,0.183293,1874,-0.0715,0.353735,-0.147733,35.3622,0.182716,0.166028,0.138096,0.183634
1875,-0.0115,0.332461,-0.147777,36.1406,0.183739,0.167131,0.134162,0.177162,1875,-0.0115,0.332461,-0.147777,36.1406,0.183512,0.166896,0.134174,0.177179,1875,-0.0115,0.332461,-0.147777,36.1406,0.182252,0.16559,0.13404,0.176988,1875,-0.0115,0.332461,-0.147777,36.1406,0.18414,0.167549,0.134255,0.177294
1876,-0.0315,0.288309,-0.147081,36.9285,0.183922,0.167455,0.128146,0.168332,1876,-0.0315,0.288309,-0.147081,36.9285,0.183697,0.167222,0.128157,0.168347,1876,-0.0315,0.288309,-0.147081,36.9285,0.182447,0.165926,0.128036,0.168176,1876,-0.0315,0.288309,-0.147081,36.9285,0.18432,0.167869,0.12823,0.16845
1877,0.3085,0.292982,-0.142556,37.7256,0.183365,0.167063,0.121391,0.158812,1877,0.3085,0.292982,-0.142556,37.7256,0.183141,0.166832,0.1214,0.158826,1877,0.3085,0.292982,-0.142556,37.7256,0.1819,0.165545,0.121291,0.15867,1877,0.3085,0.292982,-0.142556,37.7256,0.18376,0.167475,0.121467,0.158919
1878,0.3485,0.334209,-0.140247,38.5306,0.183545,0.167383,0.117504,0.153022,1878,0.3485,0.334209,-0.140247,38.5306,0.183323,0.167153,0.117512,0.153035,1878,0.3485,0.334209,-0.140247,38.5306,0.182089,0.165873,0.117412,0.152892,1878,0.3485,0.334209,-0.140247,38.5306,0.183938,0.167793,0.117573,0.15312
1879,0.1285,0.368246,-0.143939,39.356,0.184989,0.168922,0.117095,0.151576,1879,0.1285,0.368246,-0.143939,39.356,0.184768,0.168693,0.117103,0.151587,1879,0.1285,0.368246,-0.143939,39.356,0.183539,0.167419,0.117011,0.151457,1879,0.1285,0.368246,-0.143939,39.356,0.185379,0.169329,0.117158,0.151665
1880,0.1185,0.399955,-0.156129,40.2132,0.187605,0.171593,0.118921,0.152746,1880,0.1185,0.399955,-0.156129,40.2132,0.187385,0.171366,0.118928,0.152756,1880,0.1185,0.399955,-0.156129,40.2132,0.186164,0.170099,0.118845,0.152639,1880,0.1185,0.399955,-0.156129,40.2132,0.187993,0.171998,0.118978,0.152825
1881,0.1285,0.429205,-0.164782,41.1051,0.191255,0.175266,0.122378,0.155739,1881,0.1285,0.429205,-0.164782,41.1051,0.191037,0.17504,0.122385,0.155747,1881,0.1285,0.429205,-0.164782,41.1051,0.189825,0.173782,0.122314,0.155647,1881,0.1285,0.429205,-0.164782,41.1051,0.19164,0.175668,0.122427,0.155807
1882,0.1485,0.33982,-0.163024,41.9658,0.19361,0.177692,0.122811,0.15505,1882,0.1485,0.33982,-0.163024,41.9658,0.193393,0.177468,0.122817,0.155057,1882,0.1485,0.33982,-0.163024,41.9658,0.192189,0.176218,0.122757,0.154973,1882,0.1485,0.33982,-0.163024,41.9658,0.193992,0.178091,0.122853,0.155107
1883,0.0485,-0.563533,-0.163261,42.8463,0.179185,0.163925,0.0828689,0.105013,1883,0.0485,-0.563533,-0.163261,42.8463,0.17897,0.163702,0.0828733,0.10502,1883,0.0485,-0.563533,-0.163261,42.8463,0.177773,0.162459,0.0828233,0.104949,1883,0.0485,-0.563533,-0.163261,42.8463,0.179565,0.164322,0.0829035,0.105061
1884,-0.0615,-1.30178,-0.164962,43.7334,0.13911,0.125383,-0.019504,-0.0214258,1884,-0.0615,-1.30178,-0.164962,43.7334,0.138896,0.125161,-0.0195004,-0.0214207,1884,-0.0615,-1.30178,-0.164962,43.7334,0.137706,0.123926,-0.0195414,-0.021478,1884,-0.0615,-1.30178,-0.164962,43.7334,0.139488,0.125777,-0.0194756,-0.0213869
1885,-0.0815,-0.718939,-0.162722,44.6256,0.100917,0.0886086,-0.116837,-0.141495,1885,-0.0815,-0.718939,-0.162722,44.6256,0.100704,0.0883876,-0.116834,-0.141491,1885,-0.0815,-0.718939,-0.162722,44.6256,0.0995206,0.0871581,-0.116867,-0.141537,1885,-0.0815,-0.718939,-0.162722,44.6256,0.101293,0.0890006,-0.116814,-0.141464
1886,-0.0415,-0.235809,-0.161224,45.5238,0.0846559,0.0729552,-0.15989,-0.194819,1886,-0.0415,-0.235809,-0.161224,45.5238,0.0844437,0.072735,-0.159888,-0.194815,1886,-0.0415,-0.235809,-0.161224,45.5238,0.0832651,0.0715106,-0.159914,-0.194852,1886,-0.0415,-0.235809,-0.161224,45.5238,0.0850296,0.0733455,-0.159872,-0.194794
1887,-0.0715,-0.117215,-0.16356,46.435,0.0802264,0.0687018,-0.173729,-0.212243,1887,-0.0715,-0.117215,-0.16356,46.435,0.080015,0.0684825,-0.173727,-0.21224,1887,-0.0715,-0.117215,-0.16356,46.435,0.0788409,0.0672627,-0.173748,-0.212268,1887,-0.0715,-0.117215,-0.16356,46.435,0.0805986,0.0690905,-0.173715,-0.212224
1888,0.0685,-0.0165989,-0.172423,47.3767,0.0800985,0.0685948,-0.177498,-0.2174,1888,0.0685,-0.0165989,-0.172423,47.3767,0.0798881,0.0683764,-0.177497,-0.217399,1888,0.0685,-0.0165989,-0.172423,47.3767,0.0787192,0.0671619,-0.17751,-0.217417,1888,0.0685,-0.0165989,-0.172423,47.3767,0.0804689,0.0689816,-0.177489,-0.217389
1889,0.1785,-0.0845096,-0.176324,48.3169,0.0807141,0.0692051,-0.179955,-0.221046,1889,0.1785,-0.0845096,-0.176324,48.3169,0.0805047,0.0689878,-0.179954,-0.221046,1889,0.1785,-0.0845096,-0.176324,48.3169,0.0793418,0.0677795,-0.17996,-0.221052,1889,0.1785,-0.0845096,-0.176324,48.3169,0.0810825,0.0695899,-0.179951,-0.221042
1890,-0.0915,-0.123486,-0.178559,49.2846,0.0795735,0.0681212,-0.186712,-0.229961,1890,-0.0915,-0.123486,-0.178559,49.2846,0.0793652,0.0679049,-0.186713,-0.229961,1890,-0.0915,-0.123486,-0.178559,49.2846,0.0782083,0.0667027,-0.18671,-0.229957,1890,-0.0915,-0.123486,-0.178559,49.2846,0.0799399,0.0685039,-0.186714,-0.229965
1891,0.0185,-0.0281683,-0.185279,50.2669,0.0796273,0.0681885,-0.190743,-0.235565,1891,0.0185,-0.0281683,-0.185279,50.2669,0.0794201,0.0679734,-0.190744,-0.235567,1891,0.0185,-0.0281683,-0.185279,50.2669,0.0782695,0.0667776,-0.190733,-0.23555,1891,0.0185,-0.0281683,-0.185279,50.2669,0.0799915,0.0685691,-0.19075,-0.235577
1892,-0.0815,0.171455,-0.18998,51.2641,0.0847454,0.0731439,-0.182718,-0.226457,1892,-0.0815,0.171455,-0.18998,51.2641,0.0845394,0.0729299,-0.182719,-0.226459,1892,-0.0815,0.171455,-0.18998,51.2641,0.0833956,0.071741,-0.182699,-0.226429,1892,-0.0815,0.171455,-0.18998,51.2641,0.0851072,0.073522,-0.182731,-0.226477
1893,-0.1415,0.340367,-0.193352,52.2585,0.0955391,0.0835834,-0.160867,-0.200426,1893,-0.1415,0.340367,-0.193352,52.2585,0.0953343,0.0833707,-0.160869,-0.200429,1893,-0.1415,0.340367,-0.193352,52.2585,0.0941974,0.0821888,-0.16084,-0.200387,1893,-0.1415,0.340367,-0.193352,52.2585,0.0958986,0.0839592,-0.160887,-0.200456
1894,-0.0515,0.458547,-0.196997,53.2819,0.110007,0.0975826,-0.129999,-0.163363,1894,-0.0515,0.458547,-0.196997,53.2819,0.109804,0.0973712,-0.130002,-0.163368,1894,-0.0515,0.458547,-0.196997,53.2819,0.108674,0.0961963,-0.129964,-0.163312,1894,-0.0515,0.458547,-0.196997,53.2819,0.110364,0.097956,-0.130026,-0.163402
1895,-0.0015,0.434966,-0.202331,54.3323,0.124569,0.11169,-0.0990066,-0.126201,1895,-0.0015,0.434966,-0.202331,54.3323,0.124367,0.11148,-0.0990107,-0.126207,1895,-0.0015,0.434966,-0.202331,54.3323,0.123244,0.110312,-0.0989625,-0.126138,1895,-0.0015,0.434966,-0.202331,54.3323,0.124924,0.112061,-0.0990398,-0.126249
1896,0.1885,0.262909,-0.205144,55.3976,0.134378,0.121227,-0.0796839,-0.103381,1896,0.1885,0.262909,-0.205144,55.3976,0.134177,0.121018,-0.0796888,-0.103389,1896,0.1885,0.262909,-0.205144,55.3976,0.133061,0.119858,-0.079631,-0.103305,1896,0.1885,0.262909,-0.205144,55.3976,0.13473,0.121595,-0.0797236,-0.103439
1897,0.1485,0.163166,-0.205776,56.4871,0.13863,0.125412,-0.0736818,-0.0968532,1897,0.1485,0.163166,-0.205776,56.4871,0.13843,0.125204,-0.0736875,-0.0968616,1897,0.1485,0.163166,-0.205776,56.4871,0.137321,0.124051,-0.0736206,-0.0967655,1897,0.1485,0.163166,-0.205776,56.4871,0.13898,0.125778,-0.0737279,-0.0969198
1898,-0.0715,0.258699,-0.207201,57.6031,0.142374,0.129112,-0.068587,-0.0913782,1898,-0.0715,0.258699,-0.207201,57.6031,0.142176,0.128906,-0.0685934,-0.0913876,1898,-0.0715,0.258699,-0.207201,57.6031,0.141073,0.127759,-0.0685181,-0.0912796,1898,-0.0715,0.258699,-0.207201,57.6031,0.142722,0.129476,-0.0686389,-0.091453
1899,0.0885,0.36799,-0.210305,58.7623,0.14918,0.135771,-0.0558702,-0.0765418,1899,0.0885,0.36799,-0.210305,58.7623,0.148982,0.135566,-0.0558773,-0.0765522,1899,0.0885,0.36799,-0.210305,58.7623,0.147885,0.134425,-0.0557938,-0.0764327,1899,0.0885,0.36799,-0.210305,58.7623,0.149525,0.136133,-0.0559277,-0.0766245
1900,0.1885,0.414758,-0.213752,59.9495,0.157923,0.144309,-0.0384241,-0.0559257,1900,0.1885,0.414758,-0.213752,59.9495,0.157727,0.144104,-0.0384319,-0.0559371,1900,0.1885,0.414758,-0.213752,59.9495,0.156636,0.14297,-0.0383402,-0.0558059,1900,0.1885,0.414758,-0.213752,59.9495,0.158267,0.144668,-0.0384873,-0.0560164
1901,0.0685,0.39849,-0.220041,61.2045,0.166348,0.152549,-0.0219833,-0.0366043,1901,0.0685,0.39849,-0.220041,61.2045,0.166153,0.152346,-0.0219919,-0.0366169,1901,0.0685,0.39849,-0.220041,61.2045,0.165069,0.151218,-0.0218915,-0.0364734,1901,0.0685,0.39849,-0.220041,61.2045,0.16669,0.152907,-0.0220526,-0.0367036
1902,-0.0515,-0.0416702,-0.226934,62.4735,0.166444,0.15276,-0.0263644,-0.0429041,1902,-0.0515,-0.0416702,-0.226934,62.4735,0.16625,0.152559,-0.0263738,-0.0429179,1902,-0.0515,-0.0416702,-0.226934,62.4735,0.165173,0.151438,-0.0262637,-0.0427607,1902,-0.0515,-0.0416702,-0.226934,62.4735,0.166783,0.153115,-0.0264402,-0.0430127
1903,-0.1415,-0.403369,-0.23403,63.8171,0.153407,0.140295,-0.0633467,-0.089244,1903,-0.1415,-0.403369,-0.23403,63.8171,0.153214,0.140095,-0.063357,-0.089259,1903,-0.1415,-0.403369,-0.23403,63.8171,0.152145,0.138983,-0.0632364,-0.0890869,1903,-0.1415,-0.403369,-0.23403,63.8171,0.153743,0.140648,-0.0634298,-0.0893629
1904,-0.1615,-0.0817013,-0.241156,65.1894,0.14137,0.12878,-0.0983242,-0.133174,1904,-0.1615,-0.0817013,-0.241156,65.1894,0.141179,0.128581,-0.0983355,-0.133191,1904,-0.1615,-0.0817013,-0.241156,65.1894,0.140119,0.127477,-0.0982035,-0.133003,1904,-0.1615,-0.0817013,-0.241156,65.1894,0.141704,0.129129,-0.0984152,-0.133305
1905,0.0085,0.285079,-0.247118,66.6222,0.142318,0.129782,-0.101838,-0.138569,1905,0.0085,0.285079,-0.247118,66.6222,0.142129,0.129585,-0.10185,-0.138587,1905,0.0085,0.285079,-0.247118,66.6222,0.141077,0.128491,-0.101707,-0.138381,1905,0.0085,0.285079,-0.247118,66.6222,0.142649,0.130129,-0.101937,-0.13871
1906,0.0385,0.389716,-0.255172,68.1258,0.151209,0.138451,-0.0862388,-0.120598,1906,0.0385,0.389716,-0.255172,68.1258,0.151021,0.138256,-0.0862522,-0.120617,1906,0.0385,0.389716,-0.255172,68.1258,0.149979,0.137171,-0.0860957,-0.120394,1906,0.0385,0.389716,-0.255172,68.1258,0.151536,0.138794,-0.0863468,-0.120752
1907,-0.1115,0.3695,-0.263153,69.7135,0.160751,0.14776,-0.0694583,-0.101277,1907,-0.1115,0.3695,-0.263153,69.7135,0.160564,0.147566,-0.0694728,-0.101298,1907,-0.1115,0.3695,-0.263153,69.7135,0.159533,0.146491,-0.0693028,-0.101055,1907,-0.1115,0.3695,-0.263153,69.7135,0.161074,0.148099,-0.0695756,-0.101444
1908,-0.1815,0.386643,-0.263656,71.2749,0.169309,0.15613,-0.0549406,-0.0847187,1908,-0.1815,0.386643,-0.263656,71.2749,0.169124,0.155938,-0.0549563,-0.0847416,1908,-0.1815,0.386643,-0.263656,71.2749,0.168103,0.154873,-0.054773,-0.08448,1908,-0.1815,0.386643,-0.263656,71.2749,0.169629,0.156466,-0.055067,-0.0848992
